text,label
ረገፈ,1
ትከሻ ቢስ,1
የሰዉ ሀገር,0
ርስ በርሱ,1
በሚል ርእስ የቀረበውን ፅሁፍ,0
ቀነ ቀጠሮ,1
መሬቱ ቀና,1
ማተብ በጣሽ,1
ልዩ ልዩ መሰረተ ልማቶች,0
የአመጋገብ የአለባበስ,0
በአንድ ጊዜ አንድ ጉዳይ ላይ አተኩር,0
ሀላፊነትን ስልታዊ በሆነ መልኩ,0
የስራ ባልደረባ,0
ፍቅሩ ቀዘቀዘ,1
ቤት ለንቦሳ,1
ልቡ ከዳው,1
መራመድ ሳትችሉ,0
ሽቢያ ጋለበ,1
ቀትር ቀትር,1
መንግስት ከተቋቋመበት ጊዜ ጀምሮ,0
የስራ ቋንቋ ከማድረጋቸውም በላይ,0
ሀገር ኢትዮጵያ,0
በረከት ወረደ,1
ተወው,1
ዱላ መዘዘ,1
ምድር ተፋችው,1
የሰማይ ቁጣ,1
ፍሬማ ሀሳቦች,0
የቀበሌ አስተዳዳሪ,0
ቀሚሷን በተነች,1
ርእሰ ጉዳይ ሊሆን ይችላል,0
መቼም መቸ,1
እንደአብርሀም ሊንከን,0
ተቆለለ,1
ባለህበት ርጋ,1
የቁጥቁጥ ኑሮ,1
ጥያቄዎች በማስታወሻው ላይ,0
የሰው አገር,1
ሰው ሰው አትበል,1
ደም ግፊት,0
ስር ተቆጣ,1
ጆሮውን ሸመጠጠው,1
ልቡን ሰቀለው,1
አይቡ መጠጠ,1
ሰነፍ ምርት,1
ከበለፀጉት ሀገራት በአስሩ ተርታ,0
የአረፍተነገር አይነት,0
እሳቱ ብው አደረገው,1
ሴተ መሬት,1
ቂም ቋጠረ,1
አነስተኛ አሀድ መከፈል አይችሉም,0
ስሜት ፈጠረባችሁ,0
ልበ ድፍን,1
መርዞ ያዘ,1
ደብተሮቻቸውን በማየት ማረጋገጥ,0
በጥሩ ሁኔታ,0
በእንቅልፍ ልብ,1
ሰማይ ሰማይ አትይ,1
ስመኛ,1
የነገር ቁራጭ,1
ቅጥየለሽ,1
ከልቡ አገለገለ,1
በራስ መተማመን,0
ክፍል ሁለት,0
አስበላኸኝ,1
ቅጠል የለሽ,1
ስጋ በል,0
ሱሪ ቢጣልባት የምታረግዝ,1
አባሪ አድርገን,0
ወደዲማ ይወርዳል,0
ወንጀል ሰራ,1
ትክል ድንጋይ,1
በሳቅ በፈገግታ,0
የመጀመሪያውን ግብ,0
ለመገናኘት ያብቃን,0
ተተክሎ ዋለ,1
ብታደራልኝ አማግሁልህ,1
ነጠላ አረፍተነገር,0
አገር ውስጥ,0
የሚያስችላትን ገቢ ከሀገር ውስጥ ግብር,0
አብዛኞቹ መሪዎች,0
ምድርና ሰማይ ዞረባት,1
መቀስቀስ ማበረታቻ መስጠት,0
እሾህ አፍ,1
በባህላዊ መንገድ,0
ቁም ፅህፈት,1
ምላሽ ጠራ,1
ለልጅሽ ክብር ስትይ,0
መቆያ,1
በተጨማሪም በምንባቡ ውስጥ,0
የችርቻሮ መደብር አረብ ቤት,0
ለብታ,1
ቆላና ደጋ ረገጠ,1
በተጨማሪ,0
መኪናዬ በሽተኛ ሁናለች,1
ፍርድ ቤት,0
አይነቶቹም ብዙ,0
አየር መንገድ,0
ማንበብ ለህይወት,0
ንፍቀ ክበብ,0
ሸማ በየፈረጀ ይለበሳል,1
ሀገር ያውቃል እንደውም,0
ገብረ መንፈስ,0
ጨለማ ሰብእናን,0
የሀዘን የሰርግ የሀይማኖት ስርአቱን,0
ሰማንያዋ ወረደ,1
ሸክምህ እንዲቀልህ ከፈለግህ,0
የአንድን ህዝብ ወይም ማሀበረሰብ ክፍሎች,0
ሴተኛ አዳሪ,0
ቀፎ ቆራጭ,1
ጠቅላይ ሚኒስትር,0
ከተማ ቆረቆረ,1
ቅጠል የለሽ,1
ተገፎ ያልሰነበተ ቆዳ,0
እስዋ አታለቅስ,0
ይፈልጉ,0
የሚደረገው የሰለጠነ የሰው ሀይል,0
በዋጋ ተራራቁ,1
ይህች ልጅ,0
ለበረከቱ,1
ስጋ ለስጋ,1
ትምህርት ቀላወጠ,1
ልጅ,0
የውበት ሳሎን,0
ቀረብ ብሎ በመመልከት ማረጋገጥ,0
አጠቃላይነት,0
የማያቀራርብ ስራ,1
ላብ ላብ አለው,1
ስለሚታመንበት,0
ስርቅ ስርቅ አለው,1
ካልሆነ,0
ፍቅሩ ቀዘቀዘ,1
ምስጢር አወጣ,1
የትምህርት ይዘቶችም,0
ልቡ ሳሳ,1
በል እንጂ,1
ልቡ ሰባ,1
አገራቸው ከመቼውም ጊዜ,0
የግዴታ ክፍያ,0
መርጃ ማሀበር ተቋቁሟል,0
በቃላቱ መካከል ያለውን,0
በባለፈው ምሽት,0
ጠጉር ስንጠቃ,1
መጠኑ ጨመረ,0
መሟጠጫ,1
ገቢ በየጊዜው በሚኖረው,0
አሁን ላይ,0
እነዚህ ቃላዊ ግጥሞች ምጣኔ,0
ሰላም ረግቷል,1
ተማሪዎችን ማበረታታት,0
በመታጠቢያ ገንዳው ውስጥ,0
ችክ ምንችክ አለ,1
አዳዲስ ፈሊጦች,0
የክፍለትምህርቱ አቀራረብ,0
ባትህን አሳዬኝ,1
ጎበዝ ወይም ግንባር ቀደም ሰራተኛ,0
ውጋት አመመው,0
ቃላዊ ግጥሞች ምንድን,0
ችፍ ችፍ አለ,1
በስራ መበልፀግ,0
እንባው ረጨበት,1
መምህር በቅድሚያ በተማሪ መፅሀፍ ላይ,0
ዳገቱ ሲያቀና,1
ኮከብ ቆጠረ,1
የተሳሰሩ መሆናቸውን,0
አስፈሪዋን ወህኒ ቤት,0
የቃል ዘገባ አንዲያቀርቡ,0
አማርኛ የኢትዮጵያ መደበኛ ቋንቋ,0
ሴራ,1
መዘንጋት የለበትም,0
ከንፈሩን ሚን ሚን አደረገ,1
አንብቦ መረዳት,0
የማሀበራዊ ጉዳይ መዋጮዎች,0
የስሚ ስሚ,1
መረብ ውስጥ እንዲገቡ ማድረግ,0
በተክለ አልፍአው በአል,0
የሰው አይን በላው,1
አንጀቱን በላው,1
በለስ ቀናው,1
ነጭ ዶሮ,0
እንዲያነቡት ያድርጉ,0
አማርኛ ልሳነፅሁፍ,0
አንዱ በቃኝ,1
በቃል በሀረግና በአረፍተነገር መካከል,0
እነሱም፦,0
የቤት ልጅ,1
ዲግሪ በንግድ አግኝቷል,0
የሚወጣት ሰብለ,0
የሰይጣን ስራ,1
ተከሻህን አትሽ,1
በትይዩነት የተሰናዳ,0
በረክ በረክ አለ,1
ስለቱ በረደ,1
ሽጋ መለሎ,0
ብዙዎች ያምናሉ,0
አስማተኛ,0
ሰው መሆን አይቀርም,1
ምጋቤ ምላሽም ይስጧቸው,0
አጠናክሮ በማቅረብ,0
የልመና እህል,1
ዘጠኝ ወር ተሸከመች,1
ሀገራት አንዷም ኢትዮጵያ ነበረች,0
መዝገበ ህትመት ዳሰሳ,0
ታች አብሽ ወረደ,1
ሰገራ ያልሆነ,0
በአመት ውስጥ,0
ተራ ሰው,1
ሰው ሰራሽ,0
ተማሪዎች አንብበው እንዲረዱና,0
እጅህን ሰብስብ,1
የቤት ሰራተኛ,0
አፉን ያሞጠሙጣል,1
አንገት ቀጨ,1
ተጫጫነኝ,1
ውሀ ሽንት,1
የቀለም ቀንድ,1
ለማለት ያህል,0
ደረቀ,0
ግምት ውስጥ የሚገቡ ነጥቦች,0
ልብ ከዳ,1
ነገር ማብቃቃት,1
በመቀጠልም ስርአተነጥብ ምንነት,0
እዚያ እንደገባሁ በሽታ ገባ,0
ነገርን ነገር ያነሳዋል,1
ድርብ አረፍተነገር,0
መሰራረቅ,1
መላ መታ,1
በሙሉ ጊዜ ማስታወቂያ ስራ,0
ቤቱ ፈረሰ,1
ባህር ሸሸ,1
የትምህርት ስርአት,0
ልበ ልል,1
ጥርሰ በረዶ,1
ስልተ‐ቀመር,0
ተማሪዎች በራሳቸው አቅምና መጠን,0
እንደ ቂል መሆን,0
እንደማንኛውም ዜጋ,0
በደቡብ,0
ሳለ አይሰጥ,1
እስቲ ልውስ ትልና,1
ሰንካላ,1
ጠባቂው መነኩሴ ግን ሰክረው,0
ሆዱ ባሰበት,1
ሞት የተፋው,1
ምጥ መጣ,1
ከቀፎው እንደወጣ ንብ,1
መናገርን ለማስተማር የቀረቡት ተግባራት,0
እስቲ,0
ሰው ሰው አትበል,1
ስጋ ወደሙ,1
አመሉ አልሰከነም,1
ስንኳን,1
ከማንበብዎ በፊት,0
በባህላዊ ህክምና,0
ሰዎችን የማመራመር አቅም ስላላቸው,0
አንቀፆችን መድገም ወይም መቅራት,0
ስር ስሩን,1
በንቃት በተንቀቅ ላይ መሆን,0
ስሜቱ ቀዘቀዘ,1
ሬሳውን ወንዝ ተፋው,1
መስክ ለመስክ,1
ከክፍለትምህርቱ የሚጠበቁ ውጤቶች,0
ጥያቄዎችን ወደማሰራት ይሸጋገሩ,0
ንቁ ዜጋ,0
ጎበዝ,0
ባይኖሩ ኖሮ የቀን ከቀን,0
ግልፅ ምጋቤ ምላሽም ይስጧቸው,0
ቆላና ደጋ ረገጠ,1
የድሀረማዳመጥ ጥያቄዎች,0
በቀላሉ ሸጠኝ,1
ቀርጠ ቀላል,1
መልስ ያለ,1
አንባቢ ገፀባህርያትን,0
እጁን ሰነዘረ,1
ብላ ተባላ,1
አጠናክሮ በማቅረብ,0
ቅዝዝ አለው,1
ለብሰሽ ፍጂው,1
መጥፎ ዜናዎች,0
ሁለት ነጠላ አረፍተነገሮች,0
በቃ በቃ ተባባሉ,1
ልቡ ተቀሰቀሰ,1
አመዛዛኝ አንቀፅ,0
የልብ ልብ በቃው,1
የእለት ተእለት ህይወታቸውን,0
እውቀትና ተሞክሮ,0
ምድር አስጋጠ,1
በትህትና እንጠይቃለን,0
ህይወት የለሽ,0
ተካተውበታል,0
ከነፃነት በኋላ እንደማንኛውም ፖለቲካዊ,0
የሚገቡ ፈሬ ነገሮች አሉ,0
ቡዳ ቀረጠፈው,1
መጥፎ እድል,0
ሲንፀባረቅ ይታያል,0
መንፈሳዊ ዝግጅት,0
ትቶህ ይሂድ,1
ቅጥ ያጣ,1
ሀላፊነትን መውሰድ መቀበል,0
አመለከተ,1
የትምህርት ህይወቱን,0
ቃሉን ሰጠ,1
ውሀ ቀጠነ,1
ሳለ አይሰጥ,0
እግሩ ቀለለ,1
ትልቅ አስተዋፅኦ ይኖረዋል,0
አንድ ዘዴ ይመጣላቸዋል,0
ጥፋት በአይነ,0
በቀደምለት,1
የቤተሰብ ባላ,1
በከርሰምድር ከሚገኙት የተፈጥሮ ስጦታዎች,0
ከነበራቸው ሀገሮች ይልቅ,0
ስብሳብ የተወለደ,1
የተጣጣመ ፅሁፍን ይገነባል,0
እጅ ቃጣ,1
ቀልባቸውን ይስበዋል,0
ባለቅኔ,1
አለጠለጠ,1
እነዚህን የጤና እክሎች,0
ልቡ ሞቷል,1
ጆሮ የማይኮረኩር,0
ቃላዊ ግጥሞች ባይኖሩ ኖሮ,0
አፈር ብላ,1
ግላዊ እድገት,0
ያክል አልቀራቸዉም,0
የፅዳት ሰራተኛ,0
እርጥብ ልጅ,1
የእውቀት ብርሀን,0
የተወለዱት መንዝ,0
ጥሩ አይደለም,0
ልባቸው ተራርቋል,1
ደስታዬን እጥፍ ድርብ,0
በር መታ,1
ውርርድ ተከለ,1
ቀላል ሰው,1
የግንባር ስጋ,1
ጉልበቱ ደከመ,0
ፍሬው ተንተርክኳል,1
ትኩስ ሀይል,1
የስራ ስልታዊነትን,0
ተደባብቆ መተያየት,0
ከምታበላሽ ተርፋለች,0
አንደበቱ ሰላ,0
የጋራ እሴት,0
ጥቅም አልባ ዋጋ ቢስ,0
የሚመጡት የጤና እክሎች,0
ቀንበር ተሸከመ,1
ቀና ቀናውን,1
ቀረቦ,1
ቅኝ ግዛት,1
ነፃ ምእላድ,0
ማህበራዊ ትስስር,0
ሀያል ሰው,0
በዛብህ ተሰናበተ,0
አሜን አሜን,0
ቁብ የለሽ,1
እንድትመዲቡልን መጠየቅ,0
ሳታገባ ትቀራለች,0
ቀን ሲያዘነብል,1
የንነገር ቋት,1
ለምለም እንጀራ,0
ወተቱ ሸፈተ,1
ለዛ ቢስ,1
ሰብለ ደግሞ በዛብህን ለማግኘት,0
ቅዝዝ አለው,1
ፍርድ ቤት,0
ልቡ ሻ አለ,1
ልቡ ተነሳ,1
ስንዝር መሬት,1
ከማስታወሻው ቀጥለው የቀረቡትን,0
እንደድመት ወጣት ይወዳል,0
መልካም ምኞት,0
ደመናው ተሾመ,1
በሱ ቆርበሀል እንዴ,1
ዛሬ ብዝሀነትን የሚያቀነቅኑ,0
የተለያየ መልክና አቀራረብ አለው,0
ለመረጋጋት ሞክር,0
ልበ ሙሉ,1
ኢትዮጵያ,0
መቼ ጠፋኝ,1
የሰው ክፋት,0
በመቶዎችና በሺዎች የሚቆጠሩ,0
ተስፋ አገኘ,1
ምእራፍ ስር,0
የኢትዮጵያ ስፔስ,0
የባህርይ ዘላቂነት ኖሯቸው ሊቀረፁ ይገባል,0
ሀገሩንም ማስከበር ይሳነዋል,0
ልቤ ተሰቀለ,1
ኩራት ጠብራራነት,0
እነዚህ ምሁሮች,0
አፉን አሙሸ,1
በመቶ የሚሆኑ ሰዎች,0
ያይን ቆብ,1
ከባድ ጊዜ,0
ተወው,1
በጅ አለ,1
ስልጡን አፍ,1
መድሀኒቱ ረከሰ,1
ንግግር,0
አገልግሎትና አጠቃቀም ግልፅ እንዲሆንላቸው,0
መልካም ምኞት,0
ግብር ለሀገር የክብር ጉዳይ,0
የቅርብ ሩቅ,1
ከሁሉም በላይ ደግሞ,0
በመቀጠልም ስለየአረፍተነገር አይነቶች,0
ዱላ ቀረሽ,1
ቁስሉ ቂም ያዘ,1
እውነተኛውን,0
በሰፈሩት ቁና,1
ለጊዜዉ ተቆጡ,0
የጎድን በር,1
በምልከታ ማረጋገጥ,0
ግኝቶችን ተንትኖ ማቅረብ,0
ሲቀር ይቀራል,1
አድጎ ጎበዝ ልጅ ይሆናል,0
በቅደም ተከተል ያካተታቸው,0
ቂጣ ቆረጥ,1
ካርኔ ቆረጠ,1
የግል ንፅህና,0
ባርያ ድንጋይ,1
ተራ በተራ,1
በማየት ወደየአገሮቻቸው,0
ቤት መምቻ,1
አንገት ቀጨ,1
በየአፍታው የሚቀያየር,0
ጀመረ,0
የጣይ ሽንት,1
በውይይቱ በንቃት መሳተፋቸውን,0
የማይለወጥ ልጅ,0
አባቃ አብቃቃ,1
ስማ በለው,1
ድልድል,0
ቤት ከቤቱ ገባ,1
ረድኤታም እህል,1
አለማዊ ነገር,0
ግራ አጋቢ,0
አፈ ሙዝ,1
በቃል መልሰው እንዲተርኩ,0
የሰማይ ቤት,1
ስራውን ጀመሩት,0
ቁራጫም,1
ድሬዳዋ ከተማ መስተዳደር,0
ቤት መጣ,0
ለካከፈ,1
በቃል እንዲመልሱ ያድርጉ,0
በር ዘጊ,1
የመንግስቱ ቅርፅ,0
ቀበሌዎች ያሉት,0
የአካባቢ ትውስታ,0
በደርግ ዘመንም በስራ ቋንቋነት,0
ለማስተማሪያነት እንዲያመች,0
አረፍተነገሮችን ከመዋቅር,0
ጨቅጫቃ ነዝናዛ,0
ቃሪያ ድምጥ,1
አሳሳቢና አነጋጋሪ ሆኗል,0
ተቋቋመው,1
በጥፊ ቀለጠ,1
የበዛብህን አስከሬን ባጠገቧ አድርጋ,0
በጎ,1
ዘንዶ ማገር,1
ስራ ላይ,0
የተለያዩ አጋዥ የሰዋስው መፃህፍትን,0
ቃሪያ ሰነጋ,1
ቅኔ አትናገር,1
ሆዱን ሰጠ,1
ርእስ አንቀፅ,1
እንቅልፍ ይስባህ,1
በአግባቡ መመለስ መናገር,0
አሳከረ,1
ፎቶ ኮፒ,0
ጎመን በስጋ,0
በትላንት ማንነትህ የምትታሰር,0
ነጭ ሽንኩርት,0
የውሻ ቁስል,1
ሌጣ ትርጉሙ,0
ስራተ ቢስ,1
ከምንባቡ ለወጡ በምንባቡ መሰረት,0
ቁስሉ በላው,1
ልብ አሳጣ,1
ባላን ደንቆሮ,1
ልብ የማይገባ,1
አሰልጥ ባርያ,1
ልቡን ነሳው,1
ስሙን ተከለ,1
ራቀ,0
ሆዴ ተቋጠረ,1
ቀርበታ ሆድ,1
የተተፋው ሳይደርቅ,1
ወፍራም አንጀት,0
ቷቷ አለ,1
ጉዳዩን ከራሳቸው,0
በትእዛዝ አንድ መሰረት,0
ተው ባይ,1
ተረከዘ ሎሚ,1
ቁም ስቅል አሳዬ,1
ለማጥፋት ሞክሮ,0
ልቡ ቆመ,1
እንግዳውን ሸኘ,1
ለነገር ተሰለፈ,1
ርስ በርሱ,1
ስለዚህ ባልበደር ይሻላል,0
ቆብ ጫነ,1
እጅግ ከፍተኛ,0
አስበላኸኝ,1
ፀሀፊ ባለሙያ ደብተራ ዘነብ,0
እድሜው ተሰናከለ,1
ፀሀፍተ ትእዛዛት,0
ሴተ ቋንቋ,1
ምስጋና ይንሳው,1
በማስረጃ ወይም በሚታዩ ልምዶች,0
ቁጣዬን ቀሙኝ,1
ጠበቃ አቆመ,1
ልብ ለልብ,1
አይኑን ተከለ,1
ያለ አግባብ,0
የበይ ተመልካች,1
ቸር እግዚአብሄር ሄደ,1
አምባር ሰበረ,1
እጅ ቃጣ,1
ሰርግ ቤት የገቡ ሰዎች ይበላሉ,0
የላክን በመሆኑ,0
ተመልሰዉ ሲፍራሩ,0
ሙጢ አፍ,1
የቡና ሙቀጫ,0
ተበታትነው ቀሩ,1
በሀገር ኢከኖሚ ላይ ጉዳት ያደርሳል,0
በአዛውንቱ ሰበብ እርሱም,0
ነፋሱ ተነሳ,1
ለመጨረስ ለመፈፀም መታገል,0
ድንግል ማርያም,0
የሆነው ሁኖ,1
ወይም ደግሞ ልሳነንጉስ,0
ካሉ በቅድሚያ ይቅርታ እየጠየቅን,0
ግቢ ጉባኤ,0
ጠፍቶባቸዉ ይሸበሩ,0
አንፃር ነጠላ ድርብ,0
የትስስር ገፆች,0
የአንድ ሀገር መተዳደሪያ ደንብ,0
ስለሚያዩት ችግሩን በጋራ ለመፍታት,0
ሊነፈጋቸው እንደማይገባ,0
በቁምህ,1
ስለቱ በረደ,1
ወሬው በረደ,1
አይዞሽ አላላትም,0
ነፍስ,1
አለመስተካከል ባሉበት,0
ፍርድ ቤት ናቀ,0
ቁም አፍ,1
በመጠየቅ ማረጋገጥ,0
ምሽት ላይ,0
ረዘም ያለ ንግግር እንዲያቀርቡ ያድርጉ,0
በሶ አበሰበሰ,1
አላዋቂ ሳሚ,1
ማስታወስ መገንዘብ,0
የእህል ቋት,1
ሙሉ ቀን,0
ቀንዱን አሳየ,1
የሀገር ምሰሶ,1
በል ልበልህ,1
ሰፊ መቼት,0
የብርሀን ልጆች,1
ከነቅራቅንቦው ከነሙሉ ጓዙ,0
ባለ ቀትር,1
ምስጢር ባከነ,1
ቅርብ ዘመድ,1
አንጀቱን በላው,1
በደረቱ አሰጠግቶ,0
ፀረ ሙስና,0
አመልህን ሰብስብ,1
ስረ ነገር,1
ገለፃ,0
እንደድሮሽ ብታማክሪኝ,0
መሀል ሰፋሪ,1
አንቆ ያዘ,0
ታሪክ እንስራ,0
ለፍቶ መና,1
ባልተቤት,1
ባልተቤት,1
በንባብ ጊዜም የማዳመጥ ጊዜ,0
ብር ሸሸ,1
ፍሬ ሀሳቦቹን በራስ አባባል መፃፍ,0
ቀይ ሽንኩርት,0
እድሜዉን ሙሉ,0
እንዲያብራሩ በመጠየቅ ማረጋገጥ,0
ለጋብቻ የሚቆረጥ,1
በይ እንግዲህ ታከሚው,0
ጫካው ቀና,1
ከማንበብዎ በፊት ግን,0
በትኩሱ,1
ዱላ መዘዘ,1
መምህር የሚችሉበት እድል አግኝተዋል,0
ነገር ተበተበ,1
ምላስህን ሰብስብ,1
ቅጥቡ ሞላ,1
የማይታሰብ ነዉ,0
በመጀመሪያ ጥያቄ ቁጥር አንድን ለመስራት,0
መቋቋም አቻ መልስ መስጠት,0
ልዩነት በአረፍተነገር ውስጥ እያስገቡ,0
ለመምህራን,0
ጉድጓድ ማሰለት,1
ባጭር አስቀረ,1
ከሚቆረጥበት እለትና ጊዜ,0
ሰነፍ ቆሎ,1
በአጠቃላይ የልቦለድ ገፀባህሪያት,0
አንጎት ግዳን ጋዞና መቄት,0
ቁርባን,0
ቆርጦ ቀጥል,1
አባ አመተ ምህረት ለምኔ ተብላ,0
የሰው ስጋ መብላት ይወዳል,1
እኔን መቃብር,0
አታቀርሽብኝ,1
ቆርጦ ሄደ,1
ስደተኛችን የሚያካትት,0
በህልሙ እሚያቅፍ,0
በማግስቱ በሩ,0
አመሉ አልሰከነም,1
ወዳጅኔቴን ሰርዣለሁ,1
ታቦቱን ሰረቁ,0
ሳር ቤት,0
አሰከረ,0
ላክ አደረገ,1
ከስልጣኑ ስር አንበረከከው,1
ነገር ሸተተው,1
ደና ሁን,0
አሉ ፊታዉራሪ,0
ደካማ ጎን,0
ቅርጥፍ ያለ ውሸታም,1
የእውኑ አለም ሰዎችን,0
ቁጥቁጥ አደረገ,1
በዝርዝር ማስረጃዎች ለማብራራት,0
ይህ የንባብ መርሀ ግብር,0
ጫካው ቀና,1
ማህበራዊ ግንኙነት,0
ትብትብ ነገር,1
ለጥሩ አበረታች ንግግሮቹ አመስግናው,0
ቀንበር ሰበረ,1
የሰውነት ማጎልመሻ,0
ፈሱን ቀደደ,1
አንጀቴን አርሰኝ,1
የመጠቀ,0
ዉሀ ሙላት,1
ያየዉ ጀመር,0
መጥፎ ፀባይ,0
ነባራዊ አንጎል,0
ባህር ዳርቻ,0
ላይ ታች አለ,1
ሌባ ዝናብ,1
ስራ አግኝተው በሙያቸው ይሰራሉ,0
ግን በተማሪዎች መፅሀፍ,0
ትከሻም,1
ብር ብር አደረገ,1
በማጥናትና በስፋት,0
አዳማ ከነማ,0
ማህበራዊ ትስስር,0
እልሁን አስቆጠረ,1
እግዚአብሄር ኳስ ተጫዋቹ,0
ነገሩ በሰለ,1
እንደምንም ብለዉ,0
ተረከከው,1
ጥፊ ላሰ,1
ከቁንጫ ሌጦ ማውጣት,1
ዘመዱን ሸኘ,1
እርግጥ,1
በቀረበው ምሳሌ መሰረት እንዲሰሩ ያድርጉ,0
በኋላ አፄ ይኩኖ አምላክ,0
ልበ ልል,1
በተለያየ መንገድ አሜሪካና አውሮፓ,0
ሹመት ያዳብር,1
መግለፅ ወይም ማተት,0
እጀ ስንኩል,1
አይቀጡ ቅጣት ቀጣ,1
የሰይጣን ቁራጭ,1
አላሰ,1
አይለመደኝም,1
ትምህርት ቤቶች,0
በትምህርት ሞረደው,1
ተብታባ,1
ያስችላሉ,0
በሀይል ተመነጠቀ,1
ኦርቶዶክስ ተዋህዶ,0
ኢትዮጵያ እነዚህን ስደተኞች,0
ራሱን ቻለ,1
አይነስረውም,1
ሀገር ስላም,0
አመድ ፊት,0
ሀያል ሀገር,0
ስር ያዘ,1
የሰማይ ቁጣ,1
በቋንቋ ዘፈቀዳዊነት,0
ቀለም አገባ,1
አምባር ሰበረ,1
ልበ ብርቱ,1
መሮ ጥርስ,1
የሰማይ ቤት,1
ቸብ አደረገ,1
አራጠበ,1
ከንፈሯን መገመገው,1
ቀላል ሰው,1
እምላቸው ብዙ ነበሩ,0
በመማሪያ መፅሀፋቸው ላይ,0
ቆዳውን አስወደደ,1
ራሱን ቻለ,1
መስክ ለምሳሌ,0
መታመም,0
በሁለት ይከፈላል,0
ቡዳ ቀረጠፈው,1
ቢከፍቱ ተልባ,1
ተቃመሰ,1
ከበዛብህ አጠገብ ያስተኛታል,0
የቀንድ ከብት,0
ቆቻ ዋለ,1
እዳ መክፈሉን ተማርረሽ,0
ለዋጭ ዘይቤ,0
ታዋቂ ሰው,0
የቀበጠ ቤት,1
ዝም አሰኘ,1
ራስ የለውም,1
ሲፈለግ እንደመረጃ ምንጭ ሆነው ያገለግላሉ,0
ሳለ አይሰጥ,0
እንዲሁም በአዲስ አበባ,0
የተሰመረባቸው ጥገኛ አረፍተነገሮች ሲሆኑ,0
በሌላ አነጋገር ሀብረ ባህላዊነት,0
ባዶ እጅ,0
ሊጡ መጠጠ,1
ቀንድ አሽሽ,1
ሊመስል እንደሚችል አስቡት,0
ልብ ለልብ,1
ምስለ አፍሳሽ,1
ስራውን በባህላዊ መንገድ ስለሚሰራ,0
ቆርጦ ቀጥል,1
ቀሚሷን በተነች,1
ዳግማዊ ቴዎድሮስ,0
አልባሌ ሰፈር,0
በሀይማኖት ሳይዋጉ ይቀራሉ,0
ቅል ራስ,1
ልበ ደንዳና,1
ምርጫ,0
የትምህርት ዘመን,0
ቀኝ እጅ,1
በፈሊጥ መልኩ,0
ተጨማሪ ገለፃና ማብራሪያ,0
ስር ስሩን,1
የሚውል ገንዘብ,0
ተኮሰ,1
ረሀብ ሸነቆጠው,1
ቤተ ክርስትያን ሳመ,1
የቂጥ ማረፊያ,1
ስንት ላከ,0
ቀለሙ ተሰበረ,1
መከራ አሳየ,1
ኢንተርኔት አገልግሎት,0
ጨዋታው ቀለጠ,1
ክፍለትምህርት ስር,0
ማንቆርቆሪያ አፍንጫ,1
ቀንበር ሰበረ,1
ሸክምህ እንዲቀልህ ከፈለግህ,0
የፅሁፍ ጥበብ መመሪያ,0
ቅደም ተከተል,1
ተስፋ አገኘ,1
ስለመፅሀፉ አዘገጃጀት,0
እመቤት አልነበረችም,0
አብላላው,1
ተራ ንግግር,1
ማህተመ ድንግልና,1
ደጀኑን ሰበረ,1
እግዚአብሄር ሳመ,1
መልካም ምኞት,0
የቤት ልጅ,1
ከተጀመረ አመት አልሞላውም,0
የበላይና የበታች,1
ስንደዶ ቀጨ,1
አመተ ምህረት,0
ቀጠንጠን አድርጎታል,1
በቃል ዘገባ በንቃት መሳተፋቸውን,0
ሰልፍ አበላሽ,1
የቃላት አገባባዊ ፍቺ በሚል,0
በዚያም ጊዜ ፊታውራሪ መሻሻ,0
መስቀልን ተሰላጢን,1
አውራ መንገድ,0
አንገት ቀጨ,1
መንፈሳዊ ከፍታ,0
መከተል ማሳደድ,0
በቀኝ ጎን ተነሳ,1
እንደአከራካሪ ድርሰት የማግባባት,0
እንግዳ ተቀባይነቱ,0
ፈፅሞ አለመግባባት,0
ቀልብ ገዛ,1
ብቅል ረገጠ,1
ቆሽት አንድድ,1
ኮከብ ቆጠረ,1
እግዚአብሄርህን ሰብስብ,1
አባቴ ልሁን,1
አዳዲስ ፈሊጦች,0
ሰንደቅ አላማ,0
ወደከተማ ትወስዳለች,0
ጥሩ ሽያጭ,0
የልጄ አጥንት,0
ጉልበቱ ተረታ,1
ካናዳ ይሰደዳሉ,0
ተፅእኖዎችን በሙሉ,0
አለያይ,0
በጎ ፍቃደኝነት,0
በምእራብ ጎጃም ዞን ወንበርማ,0
ጓደኛዬ,0
ያለበት ሁናቴ,0
ብረት,1
በርካታ ሶማሌያዊያን,0
ዘብ ልጓሙን ለእናንተ ያድርግልን,0
በማሳየት ፈንታ,0
ልብሱ ተቀበለው,1
ሰውየው ሳተ,1
ሞት ሞት ሸተተው መሰለኝ,1
ቁም ዜማ,1
የቆመ,1
አስተሳሰብ ለውጥ,0
ሲስሟት ቀርቶ ሲስቧት,1
ንቁ ዜጋ,0
እንደ ድል,0
አመጋገብ ሲወሳ,0
ንግግር ማድረግ ጀመረ,0
ትብትብ ነገር,1
በምንባቡ መሰረት,0
ትልከዉ አሽከር,0
ቅዱስ ቅዱስ አለ,1
ኢትዮጵያ,0
ተቀያይመዋል,0
ራሱን ቻለ,1
መማለጃ በላ,1
ባልኮል ተቃጠለ,1
ይበሳጭና ከፍተኛ ድብርት,0
ሞገደኛ ዝናብ,0
